index,period,attendances
3179,2016-06-01,3808
3180,2016-06-01,4801
3181,2016-06-01,1590
3182,2016-06-01,8682
3183,2016-06-01,4331
3184,2016-06-01,596
3185,2016-06-01,670
3186,2016-06-01,6448
3187,2016-06-01,1915
3188,2016-06-01,1142
3189,2016-06-01,1905
3190,2016-06-01,18816
3191,2016-06-01,3669
3192,2016-06-01,872
3193,2016-06-01,3887
3194,2016-06-01,7287
3195,2016-06-01,393
3196,2016-06-01,6503
3197,2016-06-01,7326
3198,2016-06-01,434
3199,2016-06-01,13324
3200,2016-06-01,4013
3201,2016-06-01,8486
3202,2016-06-01,3425
3203,2016-06-01,376
3204,2016-06-01,556
3205,2016-06-01,454
3206,2016-06-01,7622
3207,2016-06-01,442
3208,2016-06-01,7326
3209,2016-06-01,4534
3210,2016-06-01,10653
3211,2016-06-01,1095
3212,2016-06-01,4520
3213,2016-06-01,8127
3214,2016-06-01,804
3215,2016-06-01,8658
3216,2016-06-01,968
3217,2016-06-01,5182
3218,2016-06-01,4845
3219,2016-06-01,14657
3220,2016-06-01,1508
3221,2016-06-01,233
3222,2016-06-01,2693
3223,2016-06-01,339
3224,2016-06-01,299
3225,2016-06-01,2007
3226,2016-06-01,14021
3227,2016-06-01,2015
3228,2016-06-01,2666
3229,2016-06-01,8907
3230,2016-06-01,3482
3231,2016-06-01,10197
3232,2016-06-01,1929
3233,2016-06-01,411
3234,2016-06-01,2132
3235,2016-06-01,3604
3236,2016-06-01,5167
3237,2016-06-01,5109
3238,2016-06-01,656
3239,2016-06-01,8523
3240,2016-06-01,3771
3241,2016-06-01,8444
3242,2016-06-01,5918
3243,2016-06-01,8240
3244,2016-06-01,221
3245,2016-06-01,5174
3246,2016-06-01,11028
3247,2016-06-01,4229
3248,2016-06-01,13704
3249,2016-06-01,9608
3250,2016-06-01,11639
3251,2016-06-01,1943
3252,2016-06-01,2380
3253,2016-06-01,12094
3254,2016-06-01,1802
3255,2016-06-01,5566
3256,2016-06-01,15024
3257,2016-06-01,415
3258,2016-06-01,4834
3259,2016-06-01,5775
3260,2016-06-01,4297
3261,2016-06-01,3727
3262,2016-06-01,7693
3263,2016-06-01,4169
3264,2016-06-01,5578
3265,2016-06-01,3886
3266,2016-06-01,10212
3267,2016-06-01,5726
3268,2016-06-01,637
3269,2016-06-01,4542
3270,2016-06-01,3129
3271,2016-06-01,7032
3272,2016-06-01,6581
3273,2016-06-01,4665
3274,2016-06-01,4780
3275,2016-06-01,7039
3276,2016-06-01,7555
3277,2016-06-01,9178
3278,2016-06-01,9387
3279,2016-06-01,11165
3280,2016-06-01,1088
3281,2016-06-01,8033
3282,2016-06-01,12781
3283,2016-06-01,3554
3284,2016-06-01,12214
3285,2016-06-01,3525
3286,2016-06-01,9759
3287,2016-06-01,7035
3288,2016-06-01,2350
3289,2016-06-01,2455
3290,2016-06-01,5942
3291,2016-06-01,676
3292,2016-06-01,10957
3293,2016-06-01,12761
3294,2016-06-01,1475
3295,2016-06-01,11424
3296,2016-06-01,2937
3297,2016-06-01,3982
3298,2016-06-01,352
3299,2016-06-01,9464
3300,2016-06-01,6073
3301,2016-06-01,398
3302,2016-06-01,7192
3303,2016-06-01,2252
3304,2016-06-01,4103
3305,2016-06-01,884
3306,2016-06-01,11197
3307,2016-06-01,1349
3308,2016-06-01,1910
3309,2016-06-01,7573
3310,2016-06-01,3191
3311,2016-06-01,2755
3312,2016-06-01,17545
3313,2016-06-01,2114
3314,2016-06-01,3378
3315,2016-06-01,2148
3316,2016-06-01,1020
3317,2016-06-01,2848
3318,2016-06-01,5380
3319,2016-06-01,2067
3320,2016-06-01,20267
3321,2016-06-01,7849
3322,2016-06-01,6005
3323,2016-06-01,1687
3324,2016-06-01,1695
3325,2016-06-01,5822
3326,2016-06-01,11316
3327,2016-06-01,1739
3328,2016-06-01,14184
3329,2016-06-01,2099
3330,2016-06-01,22114
3331,2016-06-01,4082
3332,2016-06-01,4827
3333,2016-06-01,7558
3334,2016-06-01,1933
3335,2016-06-01,9831
3336,2016-06-01,8413
3337,2016-06-01,4658
3338,2016-06-01,9146
3339,2016-06-01,1184
3340,2016-06-01,7176
3341,2016-06-01,10875
3342,2016-06-01,5552
3343,2016-06-01,5243
3344,2016-06-01,768
3345,2016-06-01,6225
3346,2016-06-01,5056
3347,2016-06-01,8701
3348,2016-06-01,5378
3349,2016-06-01,7963
3350,2016-06-01,7182
3351,2016-06-01,9860
3352,2016-06-01,1736
3353,2016-06-01,4012
3354,2016-06-01,6538
3355,2016-06-01,8153
3356,2016-06-01,7949
3357,2016-06-01,1770
3358,2016-06-01,6726
3359,2016-06-01,3514
3360,2016-06-01,5629
3361,2016-06-01,8088
3362,2016-06-01,2322
3363,2016-06-01,1981
3364,2016-06-01,7386
3365,2016-06-01,9700
3366,2016-06-01,6391
3367,2016-06-01,8212
3368,2016-06-01,1284
3369,2016-06-01,3386
3370,2016-06-01,3226
3371,2016-06-01,5639
3372,2016-06-01,12352
3373,2016-06-01,1164
3374,2016-06-01,5066
3375,2016-06-01,6941
3376,2016-06-01,1123
3377,2016-06-01,3680
3378,2016-06-01,1931
3379,2016-06-01,2588
3380,2016-06-01,1168
3381,2016-06-01,9454
3382,2016-06-01,8517
3383,2016-06-01,3864
3384,2016-06-01,4051
3385,2016-06-01,12832
3386,2016-06-01,5028
3387,2016-06-01,9240
3388,2016-06-01,19970
3389,2016-06-01,6174
3390,2016-06-01,11343
3391,2016-06-01,6597
3392,2016-06-01,5846
3393,2016-06-01,9135
3394,2016-06-01,803
3395,2016-06-01,786
3396,2016-06-01,3574
3397,2016-06-01,1639
3398,2016-06-01,10364
3399,2016-06-01,3913
3400,2016-06-01,12056
3401,2016-06-01,2071
3402,2016-06-01,9302
3403,2016-06-01,7083
3404,2016-06-01,4242
3405,2016-06-01,6594
3406,2016-06-01,75
3407,2016-06-01,2984
3408,2016-06-01,10937
3409,2016-06-01,1743
3410,2016-06-01,666
3411,2016-06-01,8109
3412,2016-06-01,306
3413,2016-06-01,5757
3414,2016-06-01,9098
3415,2016-06-01,766
3416,2016-06-01,1903
3417,2016-06-01,861
3418,2016-06-01,8875
3419,2016-06-01,1347
3420,2016-06-01,5981
3421,2016-06-01,1781
3422,2016-06-01,8399
3423,2016-06-01,5892
3424,2016-06-01,6032
3425,2016-06-01,940
3426,2016-06-01,3940
3427,2016-06-01,361
3428,2016-06-01,2204
3429,2016-06-01,7925
3430,2016-06-01,4290
3431,2016-06-01,2379
3432,2016-06-01,3390
3433,2016-06-01,7802
3434,2016-06-01,8959
3435,2016-06-01,5215
3436,2016-06-01,280
3437,2016-06-01,6350
3438,2016-06-01,1534
3439,2016-06-01,6350
3440,2016-06-01,3322
3441,2016-06-01,8228
3442,2016-06-01,1675
3443,2016-06-01,8821
3444,2016-06-01,1967
3445,2016-06-01,11799
3446,2016-06-01,1012
3447,2016-06-01,4584
3448,2016-06-01,2450
3449,2016-06-01,2134
3450,2016-06-01,3315
3451,2016-06-01,1666
3452,2016-06-01,3992
3453,2016-05-01,20827
3454,2016-05-01,563
3455,2016-05-01,2753
3456,2016-05-01,29397
3457,2016-05-01,614
3458,2016-05-01,11052
3459,2016-05-01,4542
3460,2016-05-01,19018
3461,2016-05-01,16705
3462,2016-05-01,7763
3463,2016-05-01,6274
3464,2016-05-01,4315
3465,2016-05-01,1232
3466,2016-05-01,2928
3467,2016-05-01,12984
3468,2016-05-01,417
3469,2016-05-01,13263
3470,2016-05-01,748
3471,2016-05-01,3085
3472,2016-05-01,3753
3473,2016-05-01,11052
3474,2016-05-01,4849
3475,2016-05-01,9758
3476,2016-05-01,3946
3477,2016-05-01,11194
3478,2016-05-01,17656
3479,2016-05-01,2286
3480,2016-05-01,5626
3481,2016-05-01,9241
3482,2016-05-01,917
3483,2016-05-01,18202
3484,2016-05-01,5688
3485,2016-05-01,12786
3486,2016-05-01,15782
3487,2016-05-01,8908
3488,2016-05-01,5255
3489,2016-05-01,14979
3490,2016-05-01,739
3491,2016-05-01,856
3492,2016-05-01,527
3493,2016-05-01,719
3494,2016-05-01,19574
3495,2016-05-01,3383
3496,2016-05-01,1906
3497,2016-05-01,13504
3498,2016-05-01,1563
3499,2016-05-01,2689
3500,2016-05-01,5268
3501,2016-05-01,9003
3502,2016-05-01,3059
3503,2016-05-01,1031
3504,2016-05-01,3250
3505,2016-05-01,8540
3506,2016-05-01,12155
3507,2016-05-01,10093
3508,2016-05-01,2431
3509,2016-05-01,5396
3510,2016-05-01,11812
3511,2016-05-01,6508
3512,2016-05-01,457
3513,2016-05-01,3323
3514,2016-05-01,5042
3515,2016-05-01,5604
3516,2016-05-01,4605
3517,2016-05-01,9829
3518,2016-05-01,3119
3519,2016-05-01,7158
3520,2016-05-01,2855
3521,2016-05-01,7359
3522,2016-05-01,6204
3523,2016-05-01,4412
3524,2016-05-01,12110
3525,2016-05-01,4149
3526,2016-05-01,5071
3527,2016-05-01,1908
3528,2016-05-01,9162
3529,2016-05-01,4672
3530,2016-05-01,532
3531,2016-05-01,657
3532,2016-05-01,6320
3533,2016-05-01,2156
3534,2016-05-01,1211
3535,2016-05-01,1922
3536,2016-05-01,20285
3537,2016-05-01,3752
3538,2016-05-01,912
3539,2016-05-01,4287
3540,2016-05-01,7646
3541,2016-05-01,496
3542,2016-05-01,6683
3543,2016-05-01,7571
3544,2016-05-01,377
3545,2016-05-01,14596
3546,2016-05-01,3934
3547,2016-05-01,8932
3548,2016-05-01,3666
3549,2016-05-01,313
3550,2016-05-01,642
3551,2016-05-01,475
3552,2016-05-01,8025
3553,2016-05-01,565
3554,2016-05-01,7651
3555,2016-05-01,4989
3556,2016-05-01,9941
3557,2016-05-01,1065
3558,2016-05-01,5224
3559,2016-05-01,8527
3560,2016-05-01,784
3561,2016-05-01,9230
3562,2016-05-01,929
3563,2016-05-01,6014
3564,2016-05-01,5039
3565,2016-05-01,15682
3566,2016-05-01,1491
3567,2016-05-01,213
3568,2016-05-01,2972
3569,2016-05-01,345
3570,2016-05-01,281
3571,2016-05-01,2237
3572,2016-05-01,15009
3573,2016-05-01,2346
3574,2016-05-01,3011
3575,2016-05-01,9247
3576,2016-05-01,3959
3577,2016-05-01,10642
3578,2016-05-01,2012
3579,2016-05-01,437
3580,2016-05-01,2222
3581,2016-05-01,4028
3582,2016-05-01,5954
3583,2016-05-01,5447
3584,2016-05-01,702
3585,2016-05-01,8838
3586,2016-05-01,4100
3587,2016-05-01,8800
3588,2016-05-01,7119
3589,2016-05-01,8693
3590,2016-05-01,238
3591,2016-05-01,5496
3592,2016-05-01,11800
3593,2016-05-01,4664
3594,2016-05-01,14646
3595,2016-05-01,10199
3596,2016-05-01,12263
3597,2016-05-01,1855
3598,2016-05-01,2473
3599,2016-05-01,12817
3600,2016-05-01,1848
3601,2016-05-01,6318
3602,2016-05-01,16008
3603,2016-05-01,394
3604,2016-05-01,5118
3605,2016-05-01,6251
3606,2016-05-01,4267
3607,2016-05-01,3914
3608,2016-05-01,8006
3609,2016-05-01,4555
3610,2016-05-01,5930
3611,2016-05-01,3582
3612,2016-05-01,11100
3613,2016-05-01,5761
3614,2016-05-01,746
3615,2016-05-01,4957
3616,2016-05-01,3709
3617,2016-05-01,7096
3618,2016-05-01,6552
3619,2016-05-01,5095
3620,2016-05-01,5189
3621,2016-05-01,7393
3622,2016-05-01,7754
3623,2016-05-01,9878
3624,2016-05-01,10051
3625,2016-05-01,12286
3626,2016-05-01,1076
3627,2016-05-01,8566
3628,2016-05-01,13588
3629,2016-05-01,3884
3630,2016-05-01,13280
3631,2016-05-01,3474
3632,2016-05-01,10333
3633,2016-05-01,7643
3634,2016-05-01,2345
3635,2016-05-01,2700
3636,2016-05-01,6232
3637,2016-05-01,726
3638,2016-05-01,11675
3639,2016-05-01,14340
3640,2016-05-01,1255
3641,2016-05-01,11950
3642,2016-05-01,2808
3643,2016-05-01,4252
3644,2016-05-01,398
3645,2016-05-01,10033
3646,2016-05-01,6470
3647,2016-05-01,351
3648,2016-05-01,7745
3649,2016-05-01,2522
3650,2016-05-01,4304
3651,2016-05-01,876
3652,2016-05-01,11639
3653,2016-05-01,1363
3654,2016-05-01,1821
3655,2016-05-01,8147
3656,2016-05-01,3312
3657,2016-05-01,2841
3658,2016-05-01,18873
3659,2016-05-01,2307
3660,2016-05-01,3615
3661,2016-05-01,2402
3662,2016-05-01,1039
3663,2016-05-01,3455
3664,2016-05-01,5879
3665,2016-05-01,1937
3666,2016-05-01,21016
3667,2016-05-01,8328
3668,2016-05-01,6264
3669,2016-05-01,1710
3670,2016-05-01,1877
3671,2016-05-01,6551
3672,2016-05-01,11708
3673,2016-05-01,1846
3674,2016-05-01,15060
3675,2016-05-01,2130
3676,2016-05-01,23710
3677,2016-05-01,4535
3678,2016-05-01,5196
3679,2016-05-01,8027
3680,2016-05-01,1936
3681,2016-05-01,10415
3682,2016-05-01,9015
3683,2016-05-01,5130
3684,2016-05-01,9642
3685,2016-05-01,1166
3686,2016-05-01,7452
3687,2016-05-01,11500
3688,2016-05-01,6229
3689,2016-05-01,5751
3690,2016-05-01,823
3691,2016-05-01,6394
3692,2016-05-01,5426
3693,2016-05-01,9206
3694,2016-05-01,5568
3695,2016-05-01,8559
3696,2016-05-01,7680
3697,2016-05-01,10941
3698,2016-05-01,1625
3699,2016-05-01,4573
3700,2016-05-01,6978
3701,2016-05-01,8355
3702,2016-05-01,8216
3703,2016-05-01,2035
3704,2016-05-01,7126
3705,2016-05-01,3605
3706,2016-05-01,6122
3707,2016-05-01,8345
3708,2016-05-01,2909
3709,2016-05-01,1818
3710,2016-05-01,8249
3711,2016-05-01,10133
3712,2016-05-01,6846
3713,2016-05-01,8777
3714,2016-05-01,1315
3715,2016-05-01,3547
3716,2016-05-01,3658
3717,2016-05-01,6062
3718,2016-05-01,13153
3719,2016-05-01,1143
3720,2016-05-01,5511
3721,2016-05-01,6592
3722,2016-05-01,1161
3723,2016-05-01,3898
3724,2016-05-01,2315
3725,2016-05-01,2781
3726,2016-05-01,1173
3727,2016-05-01,9452
3728,2016-05-01,8917
3729,2016-05-01,3900
3730,2016-05-01,4138
3731,2016-05-01,13303
3732,2016-05-01,5334
3733,2016-05-01,9573
3734,2016-05-01,20759
3735,2016-05-01,6472
3736,2016-05-01,11854
3737,2016-05-01,6488
3738,2016-05-01,6557
3739,2016-05-01,9736
3740,2016-05-01,725
3741,2016-05-01,657
3742,2016-05-01,3545
3743,2016-05-01,1757
3744,2016-05-01,8576
3745,2016-05-01,4049
3746,2016-05-01,12560
3747,2016-05-01,2084
3748,2016-05-01,9974
3749,2016-05-01,7336
3750,2016-05-01,4065
3751,2016-05-01,7328
3752,2016-05-01,3007
3753,2016-05-01,11810
3754,2016-05-01,1632
3755,2016-05-01,690
3756,2016-05-01,8542
3757,2016-05-01,240
3758,2016-05-01,5988
3759,2016-05-01,9662
3760,2016-05-01,782
3761,2016-05-01,2016
3762,2016-05-01,920
3763,2016-05-01,9506
3764,2016-05-01,1343
3765,2016-05-01,6293
3766,2016-05-01,1855
3767,2016-05-01,9129
3768,2016-05-01,6100
3769,2016-05-01,5989
3770,2016-05-01,1118
3771,2016-05-01,4263
3772,2016-05-01,267
3773,2016-05-01,2381
3774,2016-05-01,7973
3775,2016-05-01,4631
3776,2016-05-01,2515
3777,2016-05-01,4407
3778,2016-05-01,8317
3779,2016-05-01,9562
3780,2016-05-01,5526
3781,2016-05-01,200
3782,2016-05-01,6756
3783,2016-05-01,1579
3784,2016-05-01,6534
3785,2016-05-01,3207
3786,2016-05-01,8506
3787,2016-05-01,1600
3788,2016-05-01,9309
3789,2016-05-01,1946
3790,2016-05-01,12452
3791,2016-05-01,1013
3792,2016-05-01,4721
3793,2016-05-01,2624
3794,2016-05-01,2159
3795,2016-05-01,3364
3796,2016-05-01,1596
3797,2016-05-01,4156
3798,2016-04-01,18788
3799,2016-04-01,561
3800,2016-04-01,2685
3801,2016-04-01,27396
3802,2016-04-01,700
3803,2016-04-01,10317
3804,2016-04-01,3836
3805,2016-04-01,17369
3806,2016-04-01,15154
3807,2016-04-01,6936
3808,2016-04-01,5904
3809,2016-04-01,3794
3810,2016-04-01,1116
3811,2016-04-01,2795
3812,2016-04-01,11929
3813,2016-04-01,461
3814,2016-04-01,11554
3815,2016-04-01,797
3816,2016-04-01,2788
3817,2016-04-01,3909
3818,2016-04-01,9822
3819,2016-04-01,4251
3820,2016-04-01,9174
3821,2016-04-01,3760
3822,2016-04-01,10124
3823,2016-04-01,16688
3824,2016-04-01,2189
3825,2016-04-01,5203
3826,2016-04-01,8328
3827,2016-04-01,925
3828,2016-04-01,16802
3829,2016-04-01,4940
3830,2016-04-01,11715
3831,2016-04-01,16850
3832,2016-04-01,8717
3833,2016-04-01,4707
3834,2016-04-01,13604
3835,2016-04-01,728
3836,2016-04-01,912
3837,2016-04-01,482
3838,2016-04-01,608
3839,2016-04-01,17771
3840,2016-04-01,3040
3841,2016-04-01,2276
3842,2016-04-01,12447
3843,2016-04-01,1290
3844,2016-04-01,2446
3845,2016-04-01,4958
3846,2016-04-01,8174
3847,2016-04-01,2910
3848,2016-04-01,1157
3849,2016-04-01,3283
3850,2016-04-01,7878
3851,2016-04-01,11254
3852,2016-04-01,8878
3853,2016-04-01,2398
3854,2016-04-01,4877
3855,2016-04-01,10967
3856,2016-04-01,5820
3857,2016-04-01,470
3858,2016-04-01,3093
3859,2016-04-01,4639
3860,2016-04-01,5517
3861,2016-04-01,4212
3862,2016-04-01,8889
3863,2016-04-01,3130
3864,2016-04-01,6540
3865,2016-04-01,2409
3866,2016-04-01,6735
3867,2016-04-01,5756
3868,2016-04-01,4067
3869,2016-04-01,11008
3870,2016-04-01,3839
3871,2016-04-01,4309
3872,2016-04-01,1774
3873,2016-04-01,8035
3874,2016-04-01,4242
3875,2016-04-01,460
3876,2016-04-01,589
3877,2016-04-01,5691
3878,2016-04-01,2139
3879,2016-04-01,1237
3880,2016-04-01,1635
3881,2016-04-01,18088
3882,2016-04-01,3384
3883,2016-04-01,819
3884,2016-04-01,3700
3885,2016-04-01,7051
3886,2016-04-01,380
3887,2016-04-01,5886
3888,2016-04-01,6904
3889,2016-04-01,375
3890,2016-04-01,13309
3891,2016-04-01,3366
3892,2016-04-01,7983
3893,2016-04-01,3432
3894,2016-04-01,304
3895,2016-04-01,549
3896,2016-04-01,434
3897,2016-04-01,7194
3898,2016-04-01,492
3899,2016-04-01,6906
3900,2016-04-01,4605
3901,2016-04-01,9072
3902,2016-04-01,874
3903,2016-04-01,4780
3904,2016-04-01,7832
3905,2016-04-01,677
3906,2016-04-01,8299
3907,2016-04-01,931
3908,2016-04-01,5473
3909,2016-04-01,4672
3910,2016-04-01,13901
3911,2016-04-01,1464
3912,2016-04-01,172
3913,2016-04-01,2544
3914,2016-04-01,333
3915,2016-04-01,266
3916,2016-04-01,1984
3917,2016-04-01,13407
3918,2016-04-01,2344
3919,2016-04-01,2948
3920,2016-04-01,8139
3921,2016-04-01,3753
3922,2016-04-01,9737
3923,2016-04-01,1865
3924,2016-04-01,420
3925,2016-04-01,1996
3926,2016-04-01,3769
3927,2016-04-01,5590
3928,2016-04-01,5065
3929,2016-04-01,613
3930,2016-04-01,8234
3931,2016-04-01,452
3932,2016-04-01,4124
3933,2016-04-01,7824
3934,2016-04-01,6470
3935,2016-04-01,7781
3936,2016-04-01,246
3937,2016-04-01,4854
3938,2016-04-01,10811
3939,2016-04-01,4414
3940,2016-04-01,13130
3941,2016-04-01,9044
3942,2016-04-01,11187
3943,2016-04-01,1804
3944,2016-04-01,2139
3945,2016-04-01,11449
3946,2016-04-01,1895
3947,2016-04-01,5580
3948,2016-04-01,14718
3949,2016-04-01,443
3950,2016-04-01,4806
3951,2016-04-01,6077
3952,2016-04-01,3833
3953,2016-04-01,3750
3954,2016-04-01,7209
3955,2016-04-01,3905
3956,2016-04-01,5322
3957,2016-04-01,3032
3958,2016-04-01,9754
3959,2016-04-01,5204
3960,2016-04-01,717
3961,2016-04-01,4299
3962,2016-04-01,3184
3963,2016-04-01,6585
3964,2016-04-01,6082
3965,2016-04-01,4564
3966,2016-04-01,4562
3967,2016-04-01,6761
3968,2016-04-01,7076
3969,2016-04-01,9182
3970,2016-04-01,9224
3971,2016-04-01,11005
3972,2016-04-01,845
3973,2016-04-01,7639
3974,2016-04-01,12120
3975,2016-04-01,3852
3976,2016-04-01,11977
3977,2016-04-01,3353
3978,2016-04-01,9619
3979,2016-04-01,6933
3980,2016-04-01,2278
3981,2016-04-01,2489
3982,2016-04-01,5671
3983,2016-04-01,782
3984,2016-04-01,10546
3985,2016-04-01,12646
3986,2016-04-01,1129
3987,2016-04-01,10784
3988,2016-04-01,2766
3989,2016-04-01,3887
3990,2016-04-01,460
3991,2016-04-01,9069
3992,2016-04-01,5344
3993,2016-04-01,307
3994,2016-04-01,6736
3995,2016-04-01,2230
3996,2016-04-01,3830
3997,2016-04-01,693
3998,2016-04-01,10307
3999,2016-04-01,1243
4000,2016-04-01,1547
4001,2016-04-01,8962
4002,2016-04-01,1073
4003,2016-04-01,2483
4004,2016-04-01,16500
4005,2016-04-01,1884
4006,2016-04-01,3719
4007,2016-04-01,2043
4008,2016-04-01,963
4009,2016-04-01,3235
4010,2016-04-01,5114
4011,2016-04-01,1823
4012,2016-04-01,19118
4013,2016-04-01,7296
4014,2016-04-01,5650
4015,2016-04-01,1419
4016,2016-04-01,1677
4017,2016-04-01,6106
4018,2016-04-01,10526
4019,2016-04-01,1517
4020,2016-04-01,13608
4021,2016-04-01,1915
4022,2016-04-01,21068
4023,2016-04-01,4184
4024,2016-04-01,5132
4025,2016-04-01,7383
4026,2016-04-01,1846
4027,2016-04-01,9627
4028,2016-04-01,7997
4029,2016-04-01,4849
4030,2016-04-01,5226
4031,2016-04-01,10077
4032,2016-04-01,5673
4033,2016-04-01,4927
4034,2016-04-01,730
4035,2016-04-01,5746
4036,2016-04-01,5259
4037,2016-04-01,8212
4038,2016-04-01,5143
4039,2016-04-01,7662
4040,2016-04-01,6892
4041,2016-04-01,9712
4042,2016-04-01,1701
4043,2016-04-01,4161
4044,2016-04-01,6262
4045,2016-04-01,7696
4046,2016-04-01,7217
4047,2016-04-01,1572
4048,2016-04-01,6517
4049,2016-04-01,3232
4050,2016-04-01,5445
4051,2016-04-01,7132
4052,2016-04-01,2550
4053,2016-04-01,1765
4054,2016-04-01,7368
4055,2016-04-01,9101
4056,2016-04-01,6028
4057,2016-04-01,7898
4058,2016-04-01,1255
4059,2016-04-01,3521
4060,2016-04-01,3339
4061,2016-04-01,5494
4062,2016-04-01,10669
4063,2016-04-01,1091
4064,2016-04-01,5037
4065,2016-04-01,6475
4066,2016-04-01,1125
4067,2016-04-01,3376
4068,2016-04-01,2190
4069,2016-04-01,2744
4070,2016-04-01,1080
4071,2016-04-01,8213
4072,2016-04-01,8118
4073,2016-04-01,3600
4074,2016-04-01,3509
4075,2016-04-01,11821
4076,2016-04-01,4694
4077,2016-04-01,8175
4078,2016-04-01,18792
4079,2016-04-01,5510
4080,2016-04-01,10777
4081,2016-04-01,6146
4082,2016-04-01,5902
4083,2016-04-01,8559
4084,2016-04-01,638
4085,2016-04-01,671
4086,2016-04-01,3154
4087,2016-04-01,1570
4088,2016-04-01,7798
4089,2016-04-01,3525
4090,2016-04-01,11282
4091,2016-04-01,1675
4092,2016-04-01,8878
4093,2016-04-01,6931
4094,2016-04-01,3589
4095,2016-04-01,6176
4096,2016-04-01,2661
4097,2016-04-01,10401
4098,2016-04-01,1599
4099,2016-04-01,622
4100,2016-04-01,7665
4101,2016-04-01,244
4102,2016-04-01,5424
4103,2016-04-01,8563
4104,2016-04-01,819
4105,2016-04-01,1777
4106,2016-04-01,799
4107,2016-04-01,8569
4108,2016-04-01,1248
4109,2016-04-01,5567
4110,2016-04-01,1483
4111,2016-04-01,7905
4112,2016-04-01,5399
4113,2016-04-01,5749
4114,2016-04-01,1060
4115,2016-04-01,3693
4116,2016-04-01,294
4117,2016-04-01,2050
4118,2016-04-01,7068
4119,2016-04-01,4165
4120,2016-04-01,2029
4121,2016-04-01,3706
4122,2016-04-01,7520
4123,2016-04-01,8535
4124,2016-04-01,5102
4125,2016-04-01,212
4126,2016-04-01,5921
4127,2016-04-01,1585
4128,2016-04-01,5923
4129,2016-04-01,2703
4130,2016-04-01,7874
4131,2016-04-01,1559
4132,2016-04-01,8634
4133,2016-04-01,2056
4134,2016-04-01,11173
4135,2016-04-01,965
4136,2016-04-01,4205
4137,2016-04-01,2601
4138,2016-04-01,2049
4139,2016-04-01,3103
4140,2016-04-01,1517
4141,2016-04-01,3813
4142,2018-03-01,21452
4143,2018-03-01,720
4144,2018-03-01,2903
4145,2018-03-01,28465
4146,2018-03-01,763
4147,2018-03-01,14837
4148,2018-03-01,4773
4149,2018-03-01,1785
4150,2018-03-01,3742
4151,2018-03-01,19089
4152,2018-03-01,18906
4153,2018-03-01,9376
4154,2018-03-01,6672
4155,2018-03-01,11051
4156,2018-03-01,1357
4157,2018-03-01,12960
4158,2018-03-01,491
4159,2018-03-01,1129
4160,2018-03-01,13467
4161,2018-03-01,789
4162,2018-03-01,3087
4163,2018-03-01,3998
4164,2018-03-01,10768
4165,2018-03-01,5142
4166,2018-03-01,10057
4167,2018-03-01,3929
4168,2018-03-01,9985
4169,2018-03-01,16452
4170,2018-03-01,7150
4171,2018-03-01,9278
4172,2018-03-01,1042
4173,2018-03-01,13439
4174,2018-03-01,12325
4175,2018-03-01,12581
4176,2018-03-01,17247
4177,2018-03-01,7798
4178,2018-03-01,5206
4179,2018-03-01,15509
4180,2018-03-01,895
4181,2018-03-01,20453
4182,2018-03-01,3388
4183,2018-03-01,1822
4184,2018-03-01,13421
4185,2018-03-01,1411
4186,2018-03-01,2518
4187,2018-03-01,5744
4188,2018-03-01,8106
4189,2018-03-01,3232
4190,2018-03-01,3684
4191,2018-03-01,3365
4192,2018-03-01,11760
4193,2018-03-01,9782
4194,2018-03-01,2354
4195,2018-03-01,9218
4196,2018-03-01,5478
4197,2018-03-01,3119
4198,2018-03-01,12757
4199,2018-03-01,6457
4200,2018-03-01,190
4201,2018-03-01,3363
4202,2018-03-01,4970
4203,2018-03-01,5376
4204,2018-03-01,4315
4205,2018-03-01,10125
4206,2018-03-01,3406
4207,2018-03-01,7087
4208,2018-03-01,2291
4209,2018-03-01,8159
4210,2018-03-01,5015
4211,2018-03-01,6127
4212,2018-03-01,11070
4213,2018-03-01,4640
4214,2018-03-01,5423
4215,2018-03-01,1892
4216,2018-03-01,9125
4217,2018-03-01,4301
4218,2018-03-01,2540
4219,2018-03-01,581
4220,2018-03-01,6977
4221,2018-03-01,1724
4222,2018-03-01,19646
4223,2018-03-01,3238
4224,2018-03-01,933
4225,2018-03-01,7005
4226,2018-03-01,935
4227,2018-03-01,5460
4228,2018-03-01,1070
4229,2018-03-01,7538
4230,2018-03-01,212
4231,2018-03-01,10286
4232,2018-03-01,4119
4233,2018-03-01,8859
4234,2018-03-01,4085
4235,2018-03-01,291
4236,2018-03-01,674
4237,2018-03-01,558
4238,2018-03-01,8347
4239,2018-03-01,389
4240,2018-03-01,7208
4241,2018-03-01,4544
4242,2018-03-01,8650
4243,2018-03-01,2333
4244,2018-03-01,12154
4245,2018-03-01,683
4246,2018-03-01,8355
4247,2018-03-01,1033
4248,2018-03-01,1442
4249,2018-03-01,5192
4250,2018-03-01,4730
4251,2018-03-01,12169
4252,2018-03-01,1841
4253,2018-03-01,3349
4254,2018-03-01,2189
4255,2018-03-01,280
4256,2018-03-01,246
4257,2018-03-01,2578
4258,2018-03-01,13805
4259,2018-03-01,1058
4260,2018-03-01,2955
4261,2018-03-01,8296
4262,2018-03-01,4406
4263,2018-03-01,8661
4264,2018-03-01,1816
4265,2018-03-01,2002
