index,period,attendances
9742,2018-12-01,5126
9743,2018-12-01,9351
9744,2018-12-01,1494
9745,2018-12-01,4427
9746,2018-12-01,14948
9747,2018-12-01,3078
9748,2018-12-01,9550
9749,2018-12-01,780
9750,2018-12-01,1583
9751,2018-12-01,1391
9752,2018-12-01,20418
9753,2018-12-01,9564
9754,2018-12-01,793
9755,2018-12-01,447
9756,2018-12-01,1995
9757,2018-12-01,3681
9758,2018-12-01,1052
9759,2018-12-01,5628
9760,2018-12-01,12686
9761,2018-12-01,1987
9762,2018-12-01,7446
9763,2018-12-01,3043
9764,2018-12-01,2230
9765,2018-12-01,11436
9766,2018-12-01,1410
9767,2018-12-01,480
9768,2018-12-01,9936
9769,2018-12-01,669
9770,2018-12-01,1667
9771,2018-12-01,991
9772,2018-12-01,9423
9773,2018-12-01,1334
9774,2018-12-01,882
9775,2018-12-01,6215
9776,2018-12-01,1
9777,2018-12-01,3956
9778,2018-12-01,590
9779,2018-12-01,4876
9780,2018-12-01,8070
9781,2018-12-01,722
9782,2018-12-01,8555
9783,2018-12-01,8753
9784,2018-12-01,1369
9785,2018-12-01,1965
9786,2018-12-01,12065
9787,2018-12-01,2582
9788,2018-12-01,3381
9789,2018-12-01,4572
9790,2018-12-01,1040
9791,2018-12-01,3921
9792,2018-12-01,3927
9793,2018-12-01,1027
9794,2018-12-01,5442
9795,2018-12-01,12638
9796,2018-12-01,6883
9797,2018-12-01,4933
9798,2018-12-01,7706
9799,2018-12-01,3890
9800,2018-12-01,802
9801,2018-12-01,96
9802,2018-12-01,618
9803,2018-12-01,5447
9804,2018-12-01,1616
9805,2018-12-01,6341
9806,2018-12-01,9312
9807,2018-12-01,7589
9808,2018-12-01,3897
9809,2018-12-01,6073
9810,2018-12-01,1123
9811,2018-12-01,3980
9812,2018-12-01,238
9813,2018-12-01,1503
9814,2018-12-01,1494
9815,2018-12-01,6838
9816,2018-12-01,1457
9817,2018-12-01,6246
9818,2018-12-01,124
9819,2018-12-01,6159
9820,2018-12-01,1190
9821,2018-12-01,1237
9822,2018-12-01,5961
9823,2018-12-01,2495
9824,2018-12-01,10065
9825,2018-12-01,1805
9826,2018-12-01,8635
9827,2018-12-01,193
9828,2018-12-01,3497
9829,2018-12-01,3911
9830,2018-12-01,2621
9831,2018-12-01,1398
9832,2018-12-01,4896
9833,2018-11-01,16897
9834,2018-11-01,791
9835,2018-11-01,8264
9836,2018-11-01,27483
9837,2018-11-01,801
9838,2018-11-01,14262
9839,2018-11-01,4399
9840,2018-11-01,1846
9841,2018-11-01,18047
9842,2018-11-01,18987
9843,2018-11-01,8397
9844,2018-11-01,6707
9845,2018-11-01,11164
9846,2018-11-01,963
9847,2018-11-01,12659
9848,2018-11-01,472
9849,2018-11-01,2025
9850,2018-11-01,13910
9851,2018-11-01,843
9852,2018-11-01,2965
9853,2018-11-01,3225
9854,2018-11-01,10392
9855,2018-11-01,3853
9856,2018-11-01,9865
9857,2018-11-01,4006
9858,2018-11-01,9605
9859,2018-11-01,16157
9860,2018-11-01,7231
9861,2018-11-01,769
9862,2018-11-01,9667
9863,2018-11-01,1178
9864,2018-11-01,13926
9865,2018-11-01,11460
9866,2018-11-01,12797
9867,2018-11-01,17922
9868,2018-11-01,7709
9869,2018-11-01,4692
9870,2018-11-01,8683
9871,2018-11-01,437
9872,2018-11-01,6567
9873,2018-11-01,20486
9874,2018-11-01,3517
9875,2018-11-01,13207
9876,2018-11-01,1413
9877,2018-11-01,5982
9878,2018-11-01,7830
9879,2018-11-01,3378
9880,2018-11-01,3422
9881,2018-11-01,12294
9882,2018-11-01,9502
9883,2018-11-01,9245
9884,2018-11-01,5786
9885,2018-11-01,2925
9886,2018-11-01,13182
9887,2018-11-01,6328
9888,2018-11-01,932
9889,2018-11-01,3226
9890,2018-11-01,5793
9891,2018-11-01,10377
9892,2018-11-01,3178
9893,2018-11-01,5784
9894,2018-11-01,1660
9895,2018-11-01,2426
9896,2018-11-01,6280
9897,2018-11-01,5200
9898,2018-11-01,1675
9899,2018-11-01,9437
9900,2018-11-01,3978
9901,2018-11-01,15696
9902,2018-11-01,5492
9903,2018-11-01,2598
9904,2018-11-01,490
9905,2018-11-01,6940
9906,2018-11-01,1725
9907,2018-11-01,913
9908,2018-11-01,5686
9909,2018-11-01,580
9910,2018-11-01,8048
9911,2018-11-01,167
9912,2018-11-01,9647
9913,2018-11-01,4119
9914,2018-11-01,9322
9915,2018-11-01,3735
9916,2018-11-01,328
9917,2018-11-01,547
9918,2018-11-01,468
9919,2018-11-01,8498
9920,2018-11-01,370
9921,2018-11-01,7090
9922,2018-11-01,4455
9923,2018-11-01,9116
9924,2018-11-01,2341
9925,2018-11-01,12473
9926,2018-11-01,822
9927,2018-11-01,8802
9928,2018-11-01,1071
9929,2018-11-01,1316
9930,2018-11-01,4968
9931,2018-11-01,4572
9932,2018-11-01,13026
9933,2018-11-01,1672
9934,2018-11-01,2924
9935,2018-11-01,2110
9936,2018-11-01,347
9937,2018-11-01,261
9938,2018-11-01,1402
9939,2018-11-01,13262
9940,2018-11-01,1105
9941,2018-11-01,3135
9942,2018-11-01,8695
9943,2018-11-01,4301
9944,2018-11-01,9166
9945,2018-11-01,1846
9946,2018-11-01,2031
9947,2018-11-01,578
9948,2018-11-01,6058
9949,2018-11-01,5821
9950,2018-11-01,639
9951,2018-11-01,6929
9952,2018-11-01,1678
9953,2018-11-01,2775
9954,2018-11-01,9147
9955,2018-11-01,5585
9956,2018-11-01,9296
9957,2018-11-01,5640
9958,2018-11-01,11609
9959,2018-11-01,8479
9960,2018-11-01,12040
9961,2018-11-01,1705
9962,2018-11-01,30645
9963,2018-11-01,3125
9964,2018-11-01,12660
9965,2018-11-01,2020
9966,2018-11-01,5798
9967,2018-11-01,17041
9968,2018-11-01,8774
9969,2018-11-01,20405
9970,2018-11-01,1771
9971,2018-11-01,14928
9972,2018-11-01,453
9973,2018-11-01,6216
9974,2018-11-01,6781
9975,2018-11-01,3376
9976,2018-11-01,3076
9977,2018-11-01,8683
9978,2018-11-01,4281
9979,2018-11-01,5583
9980,2018-11-01,531
9981,2018-11-01,10227
9982,2018-11-01,5352
9983,2018-11-01,4952
9984,2018-11-01,346
9985,2018-11-01,7439
9986,2018-11-01,339
9987,2018-11-01,4731
9988,2018-11-01,691
9989,2018-11-01,111
9990,2018-11-01,5773
9991,2018-11-01,7969
9992,2018-11-01,6190
9993,2018-11-01,10864
9994,2018-11-01,8910
9995,2018-11-01,941
9996,2018-11-01,10595
9997,2018-11-01,1294
9998,2018-11-01,2132
9999,2018-11-01,11154
10000,2018-11-01,12240
10001,2018-11-01,8422
10002,2018-11-01,1983
10003,2018-11-01,2883
10004,2018-11-01,5959
10005,2018-11-01,678
10006,2018-11-01,10858
10007,2018-11-01,6013
10008,2018-11-01,11538
10009,2018-11-01,2521
10010,2018-11-01,3051
10011,2018-11-01,2199
10012,2018-11-01,3787
10013,2018-11-01,137
10014,2018-11-01,9660
10015,2018-11-01,5696
10016,2018-11-01,2010
10017,2018-11-01,7787
10018,2018-11-01,2355
10019,2018-11-01,1095
10020,2018-11-01,4215
10021,2018-11-01,725
10022,2018-11-01,11495
10023,2018-11-01,561
10024,2018-11-01,4309
10025,2018-11-01,8181
10026,2018-11-01,17084
10027,2018-11-01,3494
10028,2018-11-01,1053
10029,2018-11-01,21784
10030,2018-11-01,3657
10031,2018-11-01,9058
10032,2018-11-01,2638
10033,2018-11-01,5645
10034,2018-11-01,1794
10035,2018-11-01,17221
10036,2018-11-01,3247
10037,2018-11-01,1640
10038,2018-11-01,385
10039,2018-11-01,7733
10040,2018-11-01,1303
10041,2018-11-01,3791
10042,2018-11-01,10108
10043,2018-11-01,9633
10044,2018-11-01,4188
10045,2018-11-01,11851
10046,2018-11-01,8758
10047,2018-11-01,8941
10048,2018-11-01,692
10049,2018-11-01,323
10050,2018-11-01,22439
10051,2018-11-01,9934
10052,2018-11-01,3435
10053,2018-11-01,998
10054,2018-11-01,9120
10055,2018-11-01,1962
10056,2018-11-01,9574
10057,2018-11-01,8336
10058,2018-11-01,530
10059,2018-11-01,3943
10060,2018-11-01,5191
10061,2018-11-01,217
10062,2018-11-01,8921
10063,2018-11-01,1111
10064,2018-11-01,7785
10065,2018-11-01,1877
10066,2018-11-01,10578
10067,2018-11-01,1696
10068,2018-11-01,5206
10069,2018-11-01,579
10070,2018-11-01,7197
10071,2018-11-01,3101
10072,2018-11-01,9782
10073,2018-11-01,7352
10074,2018-11-01,888
10075,2018-11-01,7226
10076,2018-11-01,5079
10077,2018-11-01,10379
10078,2018-11-01,1975
10079,2018-11-01,8243
10080,2018-11-01,8313
10081,2018-11-01,3420
10082,2018-11-01,7853
10083,2018-11-01,50
10084,2018-11-01,1699
10085,2018-11-01,6574
10086,2018-11-01,2593
10087,2018-11-01,4143
10088,2018-11-01,7336
10089,2018-11-01,3115
10090,2018-11-01,548
10091,2018-11-01,7385
10092,2018-11-01,683
10093,2018-11-01,10062
10094,2018-11-01,6129
10095,2018-11-01,9011
10096,2018-11-01,3595
10097,2018-11-01,3571
10098,2018-11-01,2131
10099,2018-11-01,3144
10100,2018-11-01,13158
10101,2018-11-01,1180
10102,2018-11-01,1499
10103,2018-11-01,6741
10104,2018-11-01,1234
10105,2018-11-01,5059
10106,2018-11-01,9339
10107,2018-11-01,1596
10108,2018-11-01,4072
10109,2018-11-01,14582
10110,2018-11-01,3412
10111,2018-11-01,9853
10112,2018-11-01,667
10113,2018-11-01,1119
10114,2018-11-01,1415
10115,2018-11-01,20451
10116,2018-11-01,9701
10117,2018-11-01,861
10118,2018-11-01,570
10119,2018-11-01,1850
10120,2018-11-01,3810
10121,2018-11-01,826
10122,2018-11-01,6188
10123,2018-11-01,12793
10124,2018-11-01,1942
10125,2018-11-01,7506
10126,2018-11-01,2908
10127,2018-11-01,2808
10128,2018-11-01,11821
10129,2018-11-01,1659
10130,2018-11-01,540
10131,2018-11-01,9692
10132,2018-11-01,724
10133,2018-11-01,1810
10134,2018-11-01,954
10135,2018-11-01,9741
10136,2018-11-01,1557
10137,2018-11-01,824
10138,2018-11-01,6370
10139,2018-11-01,1
10140,2018-11-01,4044
10141,2018-11-01,560
10142,2018-11-01,4651
10143,2018-11-01,8165
10144,2018-11-01,653
10145,2018-11-01,9023
10146,2018-11-01,8681
10147,2018-11-01,1508
10148,2018-11-01,2077
10149,2018-11-01,11648
10150,2018-11-01,2465
10151,2018-11-01,3226
10152,2018-11-01,4600
10153,2018-11-01,1108
10154,2018-11-01,3796
10155,2018-11-01,3864
10156,2018-11-01,1101
10157,2018-11-01,5136
10158,2018-11-01,12230
10159,2018-11-01,6860
10160,2018-11-01,4671
10161,2018-11-01,7700
10162,2018-11-01,3708
10163,2018-11-01,856
10164,2018-11-01,139
10165,2018-11-01,656
10166,2018-11-01,5489
10167,2018-11-01,1654
10168,2018-11-01,6075
10169,2018-11-01,9799
10170,2018-11-01,7929
10171,2018-11-01,4019
10172,2018-11-01,5859
10173,2018-11-01,1094
10174,2018-11-01,3931
10175,2018-11-01,274
10176,2018-11-01,1776
10177,2018-11-01,6924
10178,2018-11-01,1418
10179,2018-11-01,5973
10180,2018-11-01,183
10181,2018-11-01,5994
10182,2018-11-01,1318
10183,2018-11-01,1000
10184,2018-11-01,6053
10185,2018-11-01,2714
10186,2018-11-01,10137
10187,2018-11-01,1958
10188,2018-11-01,8414
10189,2018-11-01,242
10190,2018-11-01,3941
10191,2018-11-01,3963
10192,2018-11-01,2740
10193,2018-11-01,1616
10194,2018-11-01,4733
10195,2018-10-01,16552
10196,2018-10-01,830
10197,2018-10-01,7900
10198,2018-10-01,27167
10199,2018-10-01,881
10200,2018-10-01,14205
10201,2018-10-01,4475
10202,2018-10-01,1851
10203,2018-10-01,18777
10204,2018-10-01,19002
10205,2018-10-01,8083
10206,2018-10-01,6649
10207,2018-10-01,10959
10208,2018-10-01,977
10209,2018-10-01,12604
10210,2018-10-01,477
10211,2018-10-01,1924
10212,2018-10-01,14011
10213,2018-10-01,870
10214,2018-10-01,3197
10215,2018-10-01,3364
10216,2018-10-01,10421
10217,2018-10-01,3876
10218,2018-10-01,10011
10219,2018-10-01,4253
10220,2018-10-01,10265
10221,2018-10-01,16260
10222,2018-10-01,7002
10223,2018-10-01,752
10224,2018-10-01,9590
10225,2018-10-01,1260
10226,2018-10-01,13361
10227,2018-10-01,11828
10228,2018-10-01,12332
10229,2018-10-01,17641
10230,2018-10-01,8291
10231,2018-10-01,5005
10232,2018-10-01,8452
10233,2018-10-01,476
10234,2018-10-01,6260
10235,2018-10-01,20167
10236,2018-10-01,3413
10237,2018-10-01,13449
10238,2018-10-01,1412
10239,2018-10-01,5564
10240,2018-10-01,8032
10241,2018-10-01,3356
10242,2018-10-01,3231
10243,2018-10-01,1785
10244,2018-10-01,12355
10245,2018-10-01,9214
10246,2018-10-01,9082
10247,2018-10-01,5908
10248,2018-10-01,2818
10249,2018-10-01,13169
10250,2018-10-01,6074
10251,2018-10-01,1004
10252,2018-10-01,3503
10253,2018-10-01,5285
10254,2018-10-01,10193
10255,2018-10-01,3405
10256,2018-10-01,6081
10257,2018-10-01,1546
10258,2018-10-01,2588
10259,2018-10-01,6220
10260,2018-10-01,5676
10261,2018-10-01,1748
10262,2018-10-01,9718
10263,2018-10-01,4408
10264,2018-10-01,16076
10265,2018-10-01,5361
10266,2018-10-01,2617
10267,2018-10-01,543
10268,2018-10-01,6953
10269,2018-10-01,1959
10270,2018-10-01,1058
10271,2018-10-01,5966
10272,2018-10-01,651
10273,2018-10-01,7872
10274,2018-10-01,190
10275,2018-10-01,10217
10276,2018-10-01,4287
10277,2018-10-01,8867
10278,2018-10-01,3361
10279,2018-10-01,398
10280,2018-10-01,550
10281,2018-10-01,504
10282,2018-10-01,8516
10283,2018-10-01,402
10284,2018-10-01,7374
10285,2018-10-01,4429
10286,2018-10-01,9399
10287,2018-10-01,2550
10288,2018-10-01,12219
10289,2018-10-01,865
10290,2018-10-01,8636
10291,2018-10-01,1128
10292,2018-10-01,1393
10293,2018-10-01,5024
10294,2018-10-01,4646
10295,2018-10-01,13035
10296,2018-10-01,1769
10297,2018-10-01,2943
10298,2018-10-01,2060
10299,2018-10-01,315
10300,2018-10-01,261
10301,2018-10-01,1454
10302,2018-10-01,13183
10303,2018-10-01,1180
10304,2018-10-01,3022
10305,2018-10-01,8917
10306,2018-10-01,4149
10307,2018-10-01,9372
10308,2018-10-01,1892
10309,2018-10-01,2434
10310,2018-10-01,600
10311,2018-10-01,6053
10312,2018-10-01,5877
10313,2018-10-01,697
10314,2018-10-01,7125
10315,2018-10-01,1598
10316,2018-10-01,2751
10317,2018-10-01,8930
10318,2018-10-01,5458
10319,2018-10-01,8868
10320,2018-10-01,5572
10321,2018-10-01,11771
10322,2018-10-01,8226
10323,2018-10-01,12288
10324,2018-10-01,1708
10325,2018-10-01,30570
10326,2018-10-01,3355
10327,2018-10-01,12519
10328,2018-10-01,2033
10329,2018-10-01,6025
10330,2018-10-01,17169
10331,2018-10-01,9320
10332,2018-10-01,19610
10333,2018-10-01,1884
10334,2018-10-01,15139
10335,2018-10-01,449
10336,2018-10-01,6627
10337,2018-10-01,6637
10338,2018-10-01,3532
10339,2018-10-01,3220
10340,2018-10-01,8523
10341,2018-10-01,3908
10342,2018-10-01,5821
10343,2018-10-01,435
10344,2018-10-01,10563
10345,2018-10-01,5866
10346,2018-10-01,5153
10347,2018-10-01,445
10348,2018-10-01,7676
10349,2018-10-01,382
10350,2018-10-01,5019
10351,2018-10-01,685
10352,2018-10-01,268
10353,2018-10-01,5428
10354,2018-10-01,8156
10355,2018-10-01,6577
10356,2018-10-01,11804
10357,2018-10-01,9004
10358,2018-10-01,1020
10359,2018-10-01,10640
10360,2018-10-01,1076
10361,2018-10-01,2482
10362,2018-10-01,11783
10363,2018-10-01,12914
10364,2018-10-01,8345
10365,2018-10-01,2064
10366,2018-10-01,2891
10367,2018-10-01,6192
10368,2018-10-01,600
10369,2018-10-01,11185
10370,2018-10-01,6607
10371,2018-10-01,11987
10372,2018-10-01,2589
10373,2018-10-01,2497
10374,2018-10-01,3091
10375,2018-10-01,4080
10376,2018-10-01,171
10377,2018-10-01,9912
10378,2018-10-01,5931
10379,2018-10-01,2213
10380,2018-10-01,8003
10381,2018-10-01,2435
10382,2018-10-01,1281
10383,2018-10-01,4464
10384,2018-10-01,783
10385,2018-10-01,11602
10386,2018-10-01,617
10387,2018-10-01,6519
10388,2018-10-01,6739
10389,2018-10-01,17884
10390,2018-10-01,3873
10391,2018-10-01,1100
10392,2018-10-01,22171
10393,2018-10-01,3727
10394,2018-10-01,9832
10395,2018-10-01,2445
10396,2018-10-01,5998
10397,2018-10-01,2059
10398,2018-10-01,17824
10399,2018-10-01,3466
10400,2018-10-01,1682
10401,2018-10-01,408
10402,2018-10-01,8047
10403,2018-10-01,1721
10404,2018-10-01,3898
10405,2018-10-01,10983
10406,2018-10-01,9995
10407,2018-10-01,4260
10408,2018-10-01,12088
10409,2018-10-01,9077
10410,2018-10-01,10252
10411,2018-10-01,707
10412,2018-10-01,334
10413,2018-10-01,23546
10414,2018-10-01,10393
10415,2018-10-01,3495
10416,2018-10-01,1133
10417,2018-10-01,8172
10418,2018-10-01,2141
10419,2018-10-01,10120
10420,2018-10-01,8787
10421,2018-10-01,508
10422,2018-10-01,3765
10423,2018-10-01,5016
10424,2018-10-01,190
10425,2018-10-01,9504
10426,2018-10-01,1236
10427,2018-10-01,8193
10428,2018-10-01,1956
10429,2018-10-01,11198
10430,2018-10-01,1921
10431,2018-10-01,5247
10432,2018-10-01,497
10433,2018-10-01,7142
10434,2018-10-01,3241
10435,2018-10-01,9889
10436,2018-10-01,7337
10437,2018-10-01,943
10438,2018-10-01,7494
10439,2018-10-01,5229
10440,2018-10-01,10812
10441,2018-10-01,2117
10442,2018-10-01,8768
10443,2018-10-01,8404
10444,2018-10-01,3460
10445,2018-10-01,8161
10446,2018-10-01,74
10447,2018-10-01,1876
10448,2018-10-01,6823
10449,2018-10-01,2815
10450,2018-10-01,4165
10451,2018-10-01,7883
10452,2018-10-01,2937
10453,2018-10-01,513
10454,2018-10-01,7114
10455,2018-10-01,672
10456,2018-10-01,10423
10457,2018-10-01,6537
10458,2018-10-01,8528
10459,2018-10-01,192
10460,2018-10-01,3376
10461,2018-10-01,3613
10462,2018-10-01,2065
10463,2018-10-01,3109
10464,2018-10-01,13588
10465,2018-10-01,1263
10466,2018-10-01,1630
10467,2018-10-01,6525
10468,2018-10-01,1244
10469,2018-10-01,5114
10470,2018-10-01,9249
10471,2018-10-01,1761
10472,2018-10-01,3894
10473,2018-10-01,15212
10474,2018-10-01,3652
10475,2018-10-01,10069
10476,2018-10-01,745
10477,2018-10-01,398
10478,2018-10-01,1538
10479,2018-10-01,20202
10480,2018-10-01,9571
10481,2018-10-01,912
10482,2018-10-01,603
10483,2018-10-01,1851
10484,2018-10-01,3713
10485,2018-10-01,738
10486,2018-10-01,6758
10487,2018-10-01,12861
10488,2018-10-01,2131
10489,2018-10-01,7710
10490,2018-10-01,2911
10491,2018-10-01,2845
10492,2018-10-01,11414
10493,2018-10-01,1736
10494,2018-10-01,535
10495,2018-10-01,10195
10496,2018-10-01,842
10497,2018-10-01,2051
10498,2018-10-01,913
10499,2018-10-01,9827
10500,2018-10-01,1562
10501,2018-10-01,830
10502,2018-10-01,6395
10503,2018-10-01,4382
10504,2018-10-01,717
10505,2018-10-01,5101
10506,2018-10-01,8076
10507,2018-10-01,724
10508,2018-10-01,9860
10509,2018-10-01,8857
10510,2018-10-01,1593
10511,2018-10-01,2155
10512,2018-10-01,11970
10513,2018-10-01,2734
10514,2018-10-01,3450
10515,2018-10-01,4959
10516,2018-10-01,1259
10517,2018-10-01,3911
10518,2018-10-01,4248
10519,2018-10-01,1154
10520,2018-10-01,5944
10521,2018-10-01,12610
10522,2018-10-01,7054
10523,2018-10-01,4712
10524,2018-10-01,7848
10525,2018-10-01,3948
10526,2018-10-01,936
10527,2018-10-01,163
10528,2018-10-01,687
10529,2018-10-01,5660
10530,2018-10-01,1808
10531,2018-10-01,6479
10532,2018-10-01,11053
10533,2018-10-01,7942
10534,2018-10-01,4174
10535,2018-10-01,6440
10536,2018-10-01,1002
10537,2018-10-01,4108
10538,2018-10-01,319
10539,2018-10-01,1204
10540,2018-10-01,7562
10541,2018-10-01,1452
10542,2018-10-01,6220
10543,2018-10-01,198
10544,2018-10-01,6282
10545,2018-10-01,1381
10546,2018-10-01,876
10547,2018-10-01,6241
10548,2018-10-01,3029
10549,2018-10-01,10265
10550,2018-10-01,2174
10551,2018-10-01,8716
10552,2018-10-01,243
10553,2018-10-01,4203
10554,2018-10-01,4133
10555,2018-10-01,2948
10556,2018-10-01,1748
10557,2018-10-01,4502
10558,2018-09-01,16309
10559,2018-09-01,755
10560,2018-09-01,7604
10561,2018-09-01,25934
10562,2018-09-01,800
10563,2018-09-01,13847
10564,2018-09-01,4572
10565,2018-09-01,1839
10566,2018-09-01,17988
10567,2018-09-01,17777
10568,2018-09-01,7820
10569,2018-09-01,6434
10570,2018-09-01,9983
10571,2018-09-01,1144
10572,2018-09-01,12403
10573,2018-09-01,427
10574,2018-09-01,1986
10575,2018-09-01,13090
10576,2018-09-01,791
10577,2018-09-01,3279
10578,2018-09-01,3503
10579,2018-09-01,10120
10580,2018-09-01,4051
10581,2018-09-01,9426
10582,2018-09-01,4043
10583,2018-09-01,9657
10584,2018-09-01,15758
10585,2018-09-01,6852
10586,2018-09-01,776
10587,2018-09-01,9158
10588,2018-09-01,1080
10589,2018-09-01,12446
10590,2018-09-01,11432
10591,2018-09-01,11594
10592,2018-09-01,16458
10593,2018-09-01,8016
10594,2018-09-01,4923
10595,2018-09-01,7828
10596,2018-09-01,391
10597,2018-09-01,5993
10598,2018-09-01,19076
10599,2018-09-01,3457
10600,2018-09-01,13023
10601,2018-09-01,1340
10602,2018-09-01,5333
10603,2018-09-01,7892
10604,2018-09-01,3410
10605,2018-09-01,3203
10606,2018-09-01,2022
10607,2018-09-01,3102
10608,2018-09-01,11241
10609,2018-09-01,9459
10610,2018-09-01,8897
10611,2018-09-01,5349
10612,2018-09-01,2685
10613,2018-09-01,12338
10614,2018-09-01,6303
10615,2018-09-01,110
10616,2018-09-01,3143
10617,2018-09-01,4569
10618,2018-09-01,9638
10619,2018-09-01,3257
10620,2018-09-01,5867
10621,2018-09-01,1503
10622,2018-09-01,2454
10623,2018-09-01,5969
10624,2018-09-01,5809
10625,2018-09-01,1851
10626,2018-09-01,8893
10627,2018-09-01,4209
10628,2018-09-01,15322
10629,2018-09-01,5403
10630,2018-09-01,2330
10631,2018-09-01,605
10632,2018-09-01,6987
10633,2018-09-01,1937
10634,2018-09-01,929
10635,2018-09-01,5879
10636,2018-09-01,682
10637,2018-09-01,7492
10638,2018-09-01,168
10639,2018-09-01,10388
10640,2018-09-01,3997
10641,2018-09-01,8812
10642,2018-09-01,3145
10643,2018-09-01,351
10644,2018-09-01,663
10645,2018-09-01,516
10646,2018-09-01,8434
10647,2018-09-01,433
10648,2018-09-01,7456
10649,2018-09-01,4190
10650,2018-09-01,9183
10651,2018-09-01,2467
10652,2018-09-01,12300
10653,2018-09-01,749
10654,2018-09-01,8666
10655,2018-09-01,1095
10656,2018-09-01,1249
10657,2018-09-01,5150
10658,2018-09-01,4275
10659,2018-09-01,12224
10660,2018-09-01,1679
10661,2018-09-01,2547
10662,2018-09-01,2043
10663,2018-09-01,314
10664,2018-09-01,295
10665,2018-09-01,2047
10666,2018-09-01,13581
10667,2018-09-01,1170
10668,2018-09-01,2989
10669,2018-09-01,8568
10670,2018-09-01,4130
10671,2018-09-01,9151
10672,2018-09-01,1897
10673,2018-09-01,2298
10674,2018-09-01,586
10675,2018-09-01,5690
10676,2018-09-01,5714
10677,2018-09-01,798
10678,2018-09-01,7285
10679,2018-09-01,1399
10680,2018-09-01,2471
10681,2018-09-01,8832
10682,2018-09-01,4774
10683,2018-09-01,8678
10684,2018-09-01,5672
10685,2018-09-01,11336
10686,2018-09-01,7506
10687,2018-09-01,11990
10688,2018-09-01,1593
10689,2018-09-01,29915
10690,2018-09-01,3491
10691,2018-09-01,11907
10692,2018-09-01,1834
10693,2018-09-01,5751
10694,2018-09-01,16552
10695,2018-09-01,8795
10696,2018-09-01,18696
10697,2018-09-01,1704
10698,2018-09-01,14587
10699,2018-09-01,433
10700,2018-09-01,5753
10701,2018-09-01,6204
10702,2018-09-01,3293
10703,2018-09-01,3127
10704,2018-09-01,8075
10705,2018-09-01,4105
10706,2018-09-01,5467
10707,2018-09-01,578
10708,2018-09-01,10313
10709,2018-09-01,5801
10710,2018-09-01,4917
10711,2018-09-01,358
10712,2018-09-01,7388
10713,2018-09-01,6453
10714,2018-09-01,4905
10715,2018-09-01,611
10716,2018-09-01,180
10717,2018-09-01,4731
10718,2018-09-01,7554
10719,2018-09-01,6251
10720,2018-09-01,11464
10721,2018-09-01,8633
10722,2018-09-01,870
10723,2018-09-01,10215
10724,2018-09-01,1040
10725,2018-09-01,2301
10726,2018-09-01,11195
10727,2018-09-01,12390
10728,2018-09-01,8116
10729,2018-09-01,2185
10730,2018-09-01,2808
10731,2018-09-01,6048
10732,2018-09-01,582
10733,2018-09-01,10720
10734,2018-09-01,6944
10735,2018-09-01,11514
10736,2018-09-01,2713
10737,2018-09-01,3060
10738,2018-09-01,2331
10739,2018-09-01,3924
10740,2018-09-01,188
10741,2018-09-01,9202
10742,2018-09-01,5770
10743,2018-09-01,2125
10744,2018-09-01,7520
10745,2018-09-01,2456
10746,2018-09-01,1186
10747,2018-09-01,4234
10748,2018-09-01,774
10749,2018-09-01,10928
10750,2018-09-01,721
10751,2018-09-01,6338
10752,2018-09-01,6279
10753,2018-09-01,16525
10754,2018-09-01,3657
10755,2018-09-01,1032
10756,2018-09-01,20679
10757,2018-09-01,3407
10758,2018-09-01,9295
10759,2018-09-01,2067
10760,2018-09-01,5516
10761,2018-09-01,2008
10762,2018-09-01,17219
10763,2018-09-01,3412
10764,2018-09-01,1510
10765,2018-09-01,386
10766,2018-09-01,7731
10767,2018-09-01,1770
10768,2018-09-01,3682
10769,2018-09-01,10551
10770,2018-09-01,1651
10771,2018-09-01,4276
10772,2018-09-01,11598
10773,2018-09-01,8683
10774,2018-09-01,8677
10775,2018-09-01,846
10776,2018-09-01,260
10777,2018-09-01,21893
10778,2018-09-01,9585
10779,2018-09-01,3277
10780,2018-09-01,1116
10781,2018-09-01,7676
10782,2018-09-01,1838
10783,2018-09-01,9514
10784,2018-09-01,8090
10785,2018-09-01,515
10786,2018-09-01,3395
10787,2018-09-01,4459
10788,2018-09-01,108
10789,2018-09-01,9170
10790,2018-09-01,1103
10791,2018-09-01,7591
10792,2018-09-01,1891
10793,2018-09-01,10607
10794,2018-09-01,1984
10795,2018-09-01,5135
10796,2018-09-01,494
10797,2018-09-01,6789
10798,2018-09-01,3296
10799,2018-09-01,9202
10800,2018-09-01,7447
10801,2018-09-01,886
10802,2018-09-01,7228
10803,2018-09-01,4952
10804,2018-09-01,9645
10805,2018-09-01,1829
10806,2018-09-01,8053
10807,2018-09-01,8033
10808,2018-09-01,3191
10809,2018-09-01,7662
10810,2018-09-01,123
10811,2018-09-01,2483
10812,2018-09-01,6352
10813,2018-09-01,2699
10814,2018-09-01,4283
10815,2018-09-01,7587
10816,2018-09-01,2975
10817,2018-09-01,329
10818,2018-09-01,6706
10819,2018-09-01,639
10820,2018-09-01,10174
10821,2018-09-01,6899
10822,2018-09-01,8036
10823,2018-09-01,240
10824,2018-09-01,3534
10825,2018-09-01,3197
10826,2018-09-01,2359
10827,2018-09-01,3241
10828,2018-09-01,12924
10829,2018-09-01,1163
10830,2018-09-01,1512
